order_item_id|order_id|product_id|quantity|unit_price|line_total|discount_applied
124|1064|37|2|26.1|52.2|0.0
125|1064|2|1|179.15|179.15|0.0
126|1597|98|1|383.46|383.46|0.0
127|91|20|3|120.81|362.43|0.0
128|91|23|2|156.21|312.42|0.0
129|91|11|1|355.11|355.11|0.0
130|91|70|3|277.88|833.64|0.0
131|91|4|1|730.45|730.45|0.0
132|1191|71|3|764.98|2294.94|0.0
133|1191|52|3|852.47|2557.41|0.0
134|1191|88|3|933.52|2800.56|0.0
135|1191|36|2|890.23|1780.46|0.0
136|1191|81|3|54.29|162.87|0.0
137|280|49|2|229.75|459.5|0.0
138|30|27|1|452.34|452.34|0.0
139|30|93|1|143.55|143.55|0.0
140|30|31|2|702.2|1404.4|0.0
141|30|44|1|918.51|918.51|0.0
142|30|54|3|596.2|1788.6|178.86
143|1742|63|3|656.5|1969.5|0.0
144|1742|6|1|109.48|109.48|0.0
145|1742|65|1|59.34|59.34|5.93
146|1742|93|3|143.55|430.65|0.0
147|1326|12|2|79.26|158.52|0.0
148|1326|70|1|277.88|277.88|0.0
149|1326|93|3|143.55|430.65|0.0
150|1326|89|1|576.7|576.7|0.0
151|1326|81|2|54.29|108.58|0.0
152|805|69|2|336.62|673.24|0.0
153|805|36|2|890.23|1780.46|0.0
154|805|71|2|764.98|1529.96|0.0
155|115|15|3|170.0|510.0|0.0
156|64|38|2|698.0|1396.0|0.0
157|162|19|2|31.57|63.14|0.0
158|162|3|2|591.41|1182.82|0.0
159|1265|62|2|473.95|947.9|0.0
160|1265|35|3|406.55|1219.65|0.0
161|1265|47|1|838.62|838.62|0.0
162|1265|92|3|678.7|2036.1|0.0
163|1290|82|1|121.09|121.09|0.0
164|1290|26|1|84.47|84.47|0.0
165|1855|80|3|712.83|2138.49|0.0
166|250|74|2|628.92|1257.84|0.0
167|250|35|2|406.55|813.1|0.0
168|375|17|2|301.61|603.22|0.0
169|375|53|3|825.35|2476.05|0.0
170|375|24|1|970.87|970.87|0.0
171|375|32|1|153.3|153.3|0.0
172|1576|10|1|441.58|441.58|0.0
173|1576|95|2|403.84|807.68|0.0
174|1576|69|2|336.62|673.24|0.0
175|1576|39|2|446.44|892.88|0.0
176|632|43|1|875.92|875.92|0.0
177|74|51|2|610.68|1221.36|0.0
178|891|48|1|390.24|390.24|0.0
179|1060|83|1|158.2|158.2|0.0
180|1060|12|3|79.26|237.78|0.0
181|1060|82|1|121.09|121.09|0.0
182|1060|55|3|988.42|2965.26|0.0
183|1060|35|1|406.55|406.55|0.0
184|647|82|1|121.09|121.09|0.0
185|647|4|1|730.45|730.45|0.0
186|488|21|2|546.85|1093.7|0.0
187|488|89|3|576.7|1730.1|0.0
188|488|26|3|84.47|253.41|0.0
189|1812|74|3|628.92|1886.76|0.0
190|1504|6|3|109.48|328.44|0.0
191|1504|7|1|982.48|982.48|0.0
192|1504|80|2|712.83|1425.66|0.0
193|1504|92|2|678.7|1357.4|135.74
194|271|33|3|780.86|2342.58|234.26
195|271|35|1|406.55|406.55|0.0
196|271|81|3|54.29|162.87|0.0
197|484|37|1|26.1|26.1|0.0
198|484|89|1|576.7|576.7|0.0
199|484|43|1|875.92|875.92|0.0
200|484|29|3|835.09|2505.27|0.0
201|484|66|3|503.46|1510.38|0.0
202|1204|37|2|26.1|52.2|0.0
203|1204|98|2|383.46|766.92|0.0
204|669|77|2|995.49|1990.98|0.0
205|669|88|2|933.52|1867.04|0.0
206|1744|41|3|519.39|1558.17|0.0
207|1962|31|2|702.2|1404.4|0.0
208|1563|18|1|364.65|364.65|0.0
209|1563|40|2|94.74|189.48|0.0
210|1563|70|3|277.88|833.64|0.0
211|1563|55|2|988.42|1976.84|197.68
212|1634|3|1|591.41|591.41|0.0
213|1634|17|2|301.61|603.22|0.0
214|1634|26|2|84.47|168.94|16.89
215|1634|46|3|449.42|1348.26|0.0
216|715|30|1|559.02|559.02|0.0
217|715|87|1|361.76|361.76|0.0
218|715|93|1|143.55|143.55|0.0
219|715|82|2|121.09|242.18|0.0
220|877|17|2|301.61|603.22|0.0
221|877|23|1|156.21|156.21|0.0
222|877|33|2|780.86|1561.72|0.0
223|554|8|2|641.26|1282.52|0.0
224|554|91|2|105.2|210.4|0.0
225|554|49|3|229.75|689.25|0.0
226|1986|75|2|108.08|216.16|0.0
227|1986|7|3|982.48|2947.44|0.0
228|1986|41|3|519.39|1558.17|155.82
229|1986|93|3|143.55|430.65|0.0
230|1832|56|2|952.46|1904.92|0.0
231|1832|96|2|886.8|1773.6|0.0
232|1832|39|1|446.44|446.44|0.0
233|1832|92|1|678.7|678.7|0.0
234|100|64|2|887.51|1775.02|0.0
235|100|34|1|386.74|386.74|0.0
236|100|81|2|54.29|108.58|0.0
237|100|86|1|111.62|111.62|11.16
238|100|72|3|965.53|2896.59|0.0
239|628|94|1|879.19|879.19|0.0
240|628|12|3|79.26|237.78|0.0
241|628|70|1|277.88|277.88|0.0
242|628|34|3|386.74|1160.22|0.0
243|978|31|3|702.2|2106.6|0.0
244|978|28|3|48.41|145.23|0.0
245|978|25|3|965.82|2897.46|0.0
246|978|19|3|31.57|94.71|9.47
247|667|38|3|698.0|2094.0|209.4
248|667|34|2|386.74|773.48|0.0
249|667|6|1|109.48|109.48|0.0
250|667|24|2|970.87|1941.74|0.0
251|561|84|2|106.36|212.72|21.27
252|561|24|3|970.87|2912.61|291.26
253|561|34|1|386.74|386.74|0.0
254|561|22|3|50.34|151.02|0.0
255|561|57|3|858.16|2574.48|0.0
256|344|31|1|702.2|702.2|0.0
257|344|88|1|933.52|933.52|0.0
258|1949|9|2|695.01|1390.02|0.0
259|66|98|3|383.46|1150.38|0.0
260|66|23|1|156.21|156.21|0.0
261|1197|64|3|887.51|2662.53|0.0
262|1197|85|1|899.22|899.22|0.0
263|1197|10|1|441.58|441.58|0.0
264|1331|43|3|875.92|2627.76|0.0
265|1331|42|2|711.3|1422.6|0.0
266|1331|11|2|355.11|710.22|0.0
267|1331|35|3|406.55|1219.65|0.0
268|1306|9|1|695.01|695.01|0.0
269|1306|26|2|84.47|168.94|0.0
270|1306|71|1|764.98|764.98|0.0
271|1306|29|1|835.09|835.09|0.0
272|1306|16|2|974.54|1949.08|194.91
273|739|17|2|301.61|603.22|0.0
274|739|64|1|887.51|887.51|0.0
275|418|54|3|596.2|1788.6|0.0
276|749|51|2|610.68|1221.36|122.14
277|724|4|3|730.45|2191.35|0.0
278|724|57|1|858.16|858.16|0.0
279|724|1|1|141.62|141.62|0.0
280|724|27|2|452.34|904.68|0.0
281|519|39|3|446.44|1339.32|0.0
282|519|18|3|364.65|1093.95|0.0
283|519|81|3|54.29|162.87|0.0
284|519|37|1|26.1|26.1|0.0
285|519|11|2|355.11|710.22|0.0
286|1640|61|1|510.26|510.26|0.0
287|1640|98|2|383.46|766.92|0.0
288|1640|47|3|838.62|2515.86|251.59
289|1640|65|2|59.34|118.68|0.0
290|1488|6|1|109.48|109.48|0.0
291|1453|66|2|503.46|1006.92|0.0
292|1453|85|2|899.22|1798.44|0.0
293|1749|53|2|825.35|1650.7|0.0
294|1749|94|2|879.19|1758.38|0.0
295|1749|10|2|441.58|883.16|0.0
296|1095|14|1|341.91|341.91|34.19
297|1095|67|3|871.61|2614.83|0.0
298|510|96|2|886.8|1773.6|0.0
299|510|74|3|628.92|1886.76|0.0
300|510|70|2|277.88|555.76|0.0
301|510|91|3|105.2|315.6|0.0
302|1645|76|3|948.76|2846.28|0.0
303|1654|41|3|519.39|1558.17|0.0
304|1654|2|3|179.15|537.45|0.0
305|1654|37|2|26.1|52.2|0.0
306|1690|38|1|698.0|698.0|69.8
307|1690|28|2|48.41|96.82|0.0
308|1690|17|1|301.61|301.61|0.0
309|1690|96|1|886.8|886.8|0.0
310|1431|91|1|105.2|105.2|0.0
311|1431|69|2|336.62|673.24|0.0
312|1431|84|2|106.36|212.72|0.0
313|1431|10|1|441.58|441.58|0.0
314|1431|85|1|899.22|899.22|0.0
315|1963|56|1|952.46|952.46|95.25
316|1963|95|3|403.84|1211.52|121.15
317|1963|90|3|646.46|1939.38|193.94
318|1963|21|2|546.85|1093.7|0.0
319|805|44|3|918.51|2755.53|0.0
320|805|51|3|610.68|1832.04|0.0
321|82|66|3|503.46|1510.38|0.0
322|1324|27|3|452.34|1357.02|0.0
323|1324|58|3|722.95|2168.85|0.0
324|1780|85|1|899.22|899.22|0.0
325|1780|70|1|277.88|277.88|0.0
326|1780|38|1|698.0|698.0|69.8
327|754|90|2|646.46|1292.92|0.0
328|754|93|2|143.55|287.1|0.0
329|1028|96|2|886.8|1773.6|0.0
330|1028|74|3|628.92|1886.76|0.0
331|1028|77|2|995.49|1990.98|0.0
332|1028|69|3|336.62|1009.86|0.0
333|1142|25|1|965.82|965.82|0.0
334|1142|87|2|361.76|723.52|0.0
335|1142|70|2|277.88|555.76|0.0
336|1142|31|1|702.2|702.2|0.0
337|1439|74|1|628.92|628.92|0.0
338|590|52|2|852.47|1704.94|0.0
339|590|17|2|301.61|603.22|0.0
340|590|1|3|141.62|424.86|0.0
341|590|13|2|79.75|159.5|0.0
342|483|52|2|852.47|1704.94|0.0
343|483|42|1|711.3|711.3|0.0
344|483|97|2|419.52|839.04|0.0
345|483|98|1|383.46|383.46|0.0
346|483|46|3|449.42|1348.26|0.0
347|756|54|1|596.2|596.2|0.0
348|756|68|2|893.48|1786.96|0.0
349|756|17|2|301.61|603.22|0.0
350|756|38|1|698.0|698.0|0.0
351|756|88|2|933.52|1867.04|0.0
352|1379|9|3|695.01|2085.03|0.0
353|1379|99|2|118.25|236.5|0.0
354|1379|66|1|503.46|503.46|0.0
355|134|69|1|336.62|336.62|0.0
356|134|55|2|988.42|1976.84|0.0
357|134|3|3|591.41|1774.23|0.0
358|134|66|1|503.46|503.46|50.35
359|270|25|2|965.82|1931.64|0.0
360|270|6|1|109.48|109.48|0.0
361|270|80|2|712.83|1425.66|0.0
362|270|39|1|446.44|446.44|0.0
363|439|94|3|879.19|2637.57|0.0
364|439|7|1|982.48|982.48|0.0
365|439|70|3|277.88|833.64|0.0
366|1958|96|2|886.8|1773.6|0.0
367|1958|9|1|695.01|695.01|0.0
368|1958|28|2|48.41|96.82|0.0
369|264|61|2|510.26|1020.52|0.0
370|264|77|1|995.49|995.49|0.0
371|264|63|1|656.5|656.5|0.0
372|264|74|2|628.92|1257.84|0.0
373|264|18|3|364.65|1093.95|0.0
374|1945|6|2|109.48|218.96|0.0
375|1945|60|2|715.08|1430.16|0.0
376|1945|27|2|452.34|904.68|0.0
377|677|2|3|179.15|537.45|53.75
378|677|74|3|628.92|1886.76|0.0
379|677|42|1|711.3|711.3|0.0
380|677|64|3|887.51|2662.53|0.0
381|677|82|3|121.09|363.27|0.0
382|476|1|2|141.62|283.24|0.0
383|476|22|3|50.34|151.02|0.0
384|476|92|1|678.7|678.7|0.0
385|476|79|1|984.96|984.96|0.0
386|1725|77|2|995.49|1990.98|0.0
387|1725|98|1|383.46|383.46|0.0
388|1725|18|2|364.65|729.3|0.0
389|1725|43|1|875.92|875.92|0.0
390|1725|67|3|871.61|2614.83|0.0
391|1002|61|2|510.26|1020.52|0.0
392|1002|37|2|26.1|52.2|5.22
393|1002|69|1|336.62|336.62|0.0
394|1002|56|1|952.46|952.46|0.0
395|1643|95|3|403.84|1211.52|0.0
396|1643|35|1|406.55|406.55|0.0
397|1643|88|3|933.52|2800.56|0.0
398|1643|67|3|871.61|2614.83|0.0
399|72|51|3|610.68|1832.04|0.0
400|72|90|1|646.46|646.46|0.0
401|72|66|1|503.46|503.46|0.0
402|72|36|2|890.23|1780.46|0.0
403|72|14|3|341.91|1025.73|0.0
404|195|49|1|229.75|229.75|0.0
405|195|92|2|678.7|1357.4|0.0
406|195|80|3|712.83|2138.49|0.0
407|195|97|2|419.52|839.04|0.0
408|195|36|1|890.23|890.23|0.0
409|1207|76|3|948.76|2846.28|284.63
410|1207|28|3|48.41|145.23|0.0
411|1289|68|1|893.48|893.48|0.0
412|1045|20|2|120.81|241.62|0.0
413|1045|38|3|698.0|2094.0|0.0
414|1045|100|3|18.28|54.84|0.0
415|1045|19|1|31.57|31.57|3.16
416|1045|49|1|229.75|229.75|0.0
417|1785|93|2|143.55|287.1|0.0
418|1785|19|3|31.57|94.71|0.0
419|1785|29|3|835.09|2505.27|0.0
420|1785|84|1|106.36|106.36|0.0
421|598|61|3|510.26|1530.78|0.0
422|598|87|3|361.76|1085.28|0.0
423|929|41|3|519.39|1558.17|0.0
424|929|35|1|406.55|406.55|0.0
425|929|92|3|678.7|2036.1|0.0
426|929|70|2|277.88|555.76|55.58
427|849|42|2|711.3|1422.6|0.0
428|849|91|2|105.2|210.4|0.0
429|849|34|3|386.74|1160.22|0.0
430|849|10|3|441.58|1324.74|0.0
431|849|81|3|54.29|162.87|0.0
432|156|96|1|886.8|886.8|0.0
433|156|27|1|452.34|452.34|0.0
434|156|60|3|715.08|2145.24|0.0
435|156|66|3|503.46|1510.38|0.0
436|88|78|1|948.39|948.39|0.0
437|88|98|3|383.46|1150.38|0.0
438|88|92|2|678.7|1357.4|0.0
439|88|81|2|54.29|108.58|0.0
440|88|50|3|477.24|1431.72|0.0
441|1062|3|2|591.41|1182.82|0.0
442|1062|88|1|933.52|933.52|0.0
443|558|88|3|933.52|2800.56|0.0
444|558|14|3|341.91|1025.73|0.0
445|558|24|2|970.87|1941.74|0.0
446|558|15|3|170.0|510.0|0.0
447|685|13|3|79.75|239.25|0.0
448|685|20|3|120.81|362.43|0.0
449|685|73|1|892.64|892.64|0.0
450|685|83|1|158.2|158.2|0.0
451|685|70|1|277.88|277.88|0.0
452|1738|1|3|141.62|424.86|0.0
453|1738|52|1|852.47|852.47|0.0
454|1738|50|3|477.24|1431.72|0.0
455|1738|92|2|678.7|1357.4|0.0
456|414|72|1|965.53|965.53|0.0
457|414|19|3|31.57|94.71|0.0
458|414|50|2|477.24|954.48|0.0
459|414|71|3|764.98|2294.94|229.49
460|414|78|1|948.39|948.39|0.0
461|1215|6|2|109.48|218.96|0.0
462|1215|54|3|596.2|1788.6|0.0
463|1215|63|3|656.5|1969.5|0.0
464|145|25|2|965.82|1931.64|0.0
465|145|44|1|918.51|918.51|0.0
466|1307|31|1|702.2|702.2|0.0
467|1307|95|3|403.84|1211.52|0.0
468|1307|13|1|79.75|79.75|0.0
469|1307|99|2|118.25|236.5|0.0
470|73|88|2|933.52|1867.04|0.0
471|1249|46|1|449.42|449.42|0.0
472|1314|62|1|473.95|473.95|0.0
473|1314|80|3|712.83|2138.49|0.0
474|1314|78|2|948.39|1896.78|0.0
475|1314|87|2|361.76|723.52|72.35
476|1314|95|3|403.84|1211.52|0.0
477|962|40|1|94.74|94.74|0.0
478|1281|7|1|982.48|982.48|98.25
479|1281|84|3|106.36|319.08|0.0
480|1281|90|1|646.46|646.46|0.0
481|1281|14|3|341.91|1025.73|102.57
482|1573|42|3|711.3|2133.9|0.0
483|1308|78|3|948.39|2845.17|0.0
484|1308|10|2|441.58|883.16|0.0
485|1308|96|3|886.8|2660.4|0.0
486|1308|5|1|186.98|186.98|0.0
487|1308|75|2|108.08|216.16|0.0
488|910|46|2|449.42|898.84|0.0
489|910|55|2|988.42|1976.84|0.0
490|910|66|2|503.46|1006.92|0.0
491|183|99|3|118.25|354.75|0.0
492|183|55|2|988.42|1976.84|0.0
493|152|56|1|952.46|952.46|95.25
494|210|41|3|519.39|1558.17|0.0
495|210|62|1|473.95|473.95|0.0
496|210|28|2|48.41|96.82|0.0
497|210|98|3|383.46|1150.38|115.04
498|210|64|3|887.51|2662.53|266.25
499|1099|85|1|899.22|899.22|0.0
500|1099|57|2|858.16|1716.32|171.63
501|576|91|1|105.2|105.2|0.0
502|576|5|1|186.98|186.98|0.0
503|1693|91|3|105.2|315.6|0.0
504|1693|85|1|899.22|899.22|0.0
505|1693|39|2|446.44|892.88|0.0
506|1704|9|3|695.01|2085.03|0.0
507|1704|71|3|764.98|2294.94|0.0
508|1704|45|2|637.59|1275.18|0.0
509|1496|60|1|715.08|715.08|0.0
510|812|61|1|510.26|510.26|0.0
511|812|91|2|105.2|210.4|0.0
512|812|33|3|780.86|2342.58|0.0
513|812|50|2|477.24|954.48|0.0
514|300|35|2|406.55|813.1|0.0
515|300|95|1|403.84|403.84|0.0
516|300|79|1|984.96|984.96|0.0
517|300|15|1|170.0|170.0|0.0
518|1423|52|3|852.47|2557.41|0.0
519|79|13|2|79.75|159.5|0.0
520|79|30|3|559.02|1677.06|0.0
521|79|98|3|383.46|1150.38|0.0
522|1065|33|2|780.86|1561.72|0.0
523|1065|72|3|965.53|2896.59|289.66
524|1065|27|3|452.34|1357.02|0.0
525|1065|89|1|576.7|576.7|0.0
526|1065|63|2|656.5|1313.0|0.0
527|322|26|1|84.47|84.47|0.0
528|322|99|2|118.25|236.5|23.65
529|781|96|3|886.8|2660.4|0.0
530|781|4|2|730.45|1460.9|0.0
531|781|74|1|628.92|628.92|0.0
532|525|54|2|596.2|1192.4|0.0
533|525|49|3|229.75|689.25|0.0
534|352|53|1|825.35|825.35|82.54
535|352|56|3|952.46|2857.38|0.0
536|352|10|1|441.58|441.58|0.0
537|352|1|1|141.62|141.62|0.0
538|1829|18|3|364.65|1093.95|109.4
539|1829|88|2|933.52|1867.04|0.0
540|1624|6|2|109.48|218.96|0.0
541|1624|10|2|441.58|883.16|0.0
542|1624|27|3|452.34|1357.02|0.0
543|1624|93|1|143.55|143.55|0.0
544|1624|57|2|858.16|1716.32|0.0
545|1446|20|2|120.81|241.62|0.0
546|1446|82|1|121.09|121.09|0.0
547|1446|39|1|446.44|446.44|0.0
548|1426|32|2|153.3|306.6|0.0
549|1426|100|2|18.28|36.56|0.0
550|743|56|2|952.46|1904.92|0.0
551|743|40|1|94.74|94.74|0.0
552|743|18|1|364.65|364.65|0.0
553|1228|49|1|229.75|229.75|0.0
554|1228|28|2|48.41|96.82|0.0
555|1950|79|3|984.96|2954.88|0.0
556|1950|82|3|121.09|363.27|0.0
557|1950|43|3|875.92|2627.76|0.0
558|1950|46|2|449.42|898.84|0.0
559|764|78|1|948.39|948.39|94.84
560|764|6|3|109.48|328.44|0.0
561|764|4|1|730.45|730.45|0.0
562|1332|44|3|918.51|2755.53|275.55
563|1332|9|2|695.01|1390.02|0.0
564|1332|94|3|879.19|2637.57|0.0
565|936|52|3|852.47|2557.41|0.0
566|936|62|1|473.95|473.95|0.0
567|936|19|1|31.57|31.57|3.16
568|936|24|1|970.87|970.87|0.0
569|936|69|2|336.62|673.24|0.0
570|1408|48|3|390.24|1170.72|0.0
571|779|26|2|84.47|168.94|0.0
572|779|20|3|120.81|362.43|0.0
573|779|46|3|449.42|1348.26|0.0
574|779|12|2|79.26|158.52|0.0
575|779|15|1|170.0|170.0|0.0
576|1135|38|1|698.0|698.0|0.0
577|374|32|3|153.3|459.9|0.0
578|374|57|1|858.16|858.16|0.0
579|374|64|1|887.51|887.51|0.0
580|311|65|1|59.34|59.34|0.0
581|311|7|3|982.48|2947.44|0.0
582|311|8|1|641.26|641.26|0.0
583|1696|75|2|108.08|216.16|0.0
584|1696|11|1|355.11|355.11|0.0
585|1480|62|3|473.95|1421.85|0.0
586|1480|69|1|336.62|336.62|0.0
587|1480|53|3|825.35|2476.05|0.0
588|1480|22|2|50.34|100.68|0.0
589|325|86|2|111.62|223.24|0.0
590|325|52|2|852.47|1704.94|0.0
591|325|81|1|54.29|54.29|0.0
592|325|68|3|893.48|2680.44|0.0
593|325|41|1|519.39|519.39|0.0
594|1939|75|3|108.08|324.24|0.0
595|1939|85|2|899.22|1798.44|0.0
596|1939|26|3|84.47|253.41|0.0
597|1939|32|2|153.3|306.6|0.0
598|50|25|1|965.82|965.82|96.58
599|50|7|2|982.48|1964.96|0.0
600|122|90|2|646.46|1292.92|129.29
601|122|3|1|591.41|591.41|0.0
602|122|87|3|361.76|1085.28|0.0
603|4|20|2|120.81|241.62|0.0
604|4|4|1|730.45|730.45|0.0
605|4|52|2|852.47|1704.94|0.0
606|391|73|2|892.64|1785.28|0.0
607|391|19|1|31.57|31.57|0.0
608|391|3|3|591.41|1774.23|0.0
609|391|13|1|79.75|79.75|0.0
610|391|52|2|852.47|1704.94|0.0
611|562|30|1|559.02|559.02|0.0
612|562|76|1|948.76|948.76|0.0
613|562|17|1|301.61|301.61|0.0
614|993|85|3|899.22|2697.66|0.0
615|868|10|1|441.58|441.58|0.0
616|1258|69|1|336.62|336.62|0.0
617|1258|40|1|94.74|94.74|0.0
618|1258|27|1|452.34|452.34|0.0
619|1683|49|3|229.75|689.25|0.0
620|1683|15|2|170.0|340.0|0.0
621|1683|28|2|48.41|96.82|0.0
622|1683|21|2|546.85|1093.7|0.0
623|1683|32|2|153.3|306.6|0.0
624|1198|39|2|446.44|892.88|0.0
625|1198|99|1|118.25|118.25|0.0
626|1198|79|3|984.96|2954.88|0.0
627|1198|57|1|858.16|858.16|0.0
628|776|94|3|879.19|2637.57|263.76
629|625|56|2|952.46|1904.92|0.0
630|625|97|2|419.52|839.04|0.0
631|1168|36|3|890.23|2670.69|0.0
632|1168|85|3|899.22|2697.66|0.0
633|1133|61|1|510.26|510.26|0.0
634|1133|30|1|559.02|559.02|55.9
635|1133|46|2|449.42|898.84|0.0
636|1133|52|2|852.47|1704.94|0.0
637|1133|100|1|18.28|18.28|0.0
638|256|21|3|546.85|1640.55|0.0
639|256|48|2|390.24|780.48|0.0
640|256|32|1|153.3|153.3|0.0
641|256|82|2|121.09|242.18|0.0
642|705|75|2|108.08|216.16|0.0
643|705|90|2|646.46|1292.92|129.29
644|705|48|2|390.24|780.48|0.0
645|705|21|2|546.85|1093.7|0.0
646|1146|27|3|452.34|1357.02|0.0
647|1146|72|2|965.53|1931.06|0.0
648|1146|75|3|108.08|324.24|0.0
649|499|71|2|764.98|1529.96|0.0
650|499|44|3|918.51|2755.53|0.0
651|499|96|2|886.8|1773.6|0.0
652|499|32|3|153.3|459.9|0.0
653|499|20|1|120.81|120.81|0.0
654|1888|21|3|546.85|1640.55|0.0
655|1397|26|1|84.47|84.47|0.0
656|1397|96|1|886.8|886.8|88.68
657|1397|81|2|54.29|108.58|0.0
658|1397|71|2|764.98|1529.96|0.0
659|140|32|2|153.3|306.6|0.0
660|140|86|2|111.62|223.24|0.0
661|140|74|1|628.92|628.92|0.0
662|140|4|2|730.45|1460.9|0.0
663|586|79|3|984.96|2954.88|0.0
664|586|78|1|948.39|948.39|0.0
665|1292|29|1|835.09|835.09|0.0
666|1292|87|3|361.76|1085.28|0.0
667|1292|65|3|59.34|178.02|0.0
668|1765|32|1|153.3|153.3|0.0
